ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
75,Eve,20,Unknown,300,10,2023-02-15,Clothing,5
77,Alice,30,Unknown,200,40,,Electronics,10
79,David,30,Male,300,25,,Electronics,13
80,David,27,Female,400,40,2023-02-15,Electronics,20
82,Alice,25,Male,248,25,,Electronics,20
83,Eve,25,Female,248,30,2023-01-01,Grocery,20
84,Eve,35,Female,248,20,2023-02-15,Clothing,13
86,Alice,20,Other,200,25,2023-02-15,Grocery,20
87,Alice,30,Male,400,30,2023-02-15,Electronics,15
88,Alice,35,Male,248,20,2023-02-15,Electronics,15
89,David,20,Female,400,25,,Clothing,20
90,Charlie,35,Unknown,248,40,2023-01-01,Grocery,10
91,Charlie,27,Male,100,10,2023-01-01,Grocery,20
93,Charlie,25,Unknown,300,20,,Electronics,15
94,Charlie,25,Unknown,200,10,2023-02-15,Furniture,13
98,Bob,25,Female,400,40,,Clothing,20
99,Bob,30,Unknown,300,30,,Clothing,13
101,David,30,Other,100,20,2023-01-01,Furniture,20
102,Alice,30,Female,400,40,,Grocery,20
103,David,27,Male,100,30,,Grocery,20
104,Bob,30,Female,100,30,,Electronics,20
105,Alice,35,Unknown,200,40,,Grocery,20
106,Eve,30,Male,300,20,,Grocery,10
107,Charlie,25,Male,248,30,2023-01-01,Furniture,5
108,David,30,Unknown,100,25,,Grocery,15
109,Charlie,20,Other,300,10,2023-01-01,Furniture,5
110,Charlie,25,Unknown,248,25,,Clothing,15
111,Alice,20,Female,400,30,,Furniture,13
112,Charlie,25,Unknown,300,10,,Clothing,20
113,Eve,35,Other,300,40,2023-01-01,Furniture,13
115,Alice,35,Female,400,10,,Clothing,15
116,Eve,20,Female,400,10,2023-01-01,Clothing,10
117,Bob,27,Other,300,30,,Grocery,20
118,Charlie,25,Female,200,20,2023-02-15,Clothing,13
119,Alice,35,Female,100,30,,Furniture,5
122,David,27,Female,400,40,,Grocery,20
123,Eve,20,Female,300,40,2023-01-01,Furniture,13
124,Charlie,25,Other,200,40,2023-02-15,Furniture,5
125,Alice,27,Other,248,40,,Electronics,13
126,David,27,Unknown,100,25,2023-02-15,Clothing,10
127,Eve,20,Unknown,100,30,2023-01-01,Grocery,15
129,Eve,25,Male,100,40,2023-02-15,Electronics,10
130,Eve,30,Male,248,25,,Furniture,10
131,Charlie,30,Unknown,200,25,2023-01-01,Clothing,13
133,David,25,Female,300,30,2023-01-01,Electronics,13
134,Eve,25,Female,200,40,,Furniture,15
137,David,35,Male,300,40,,Furniture,13
138,Bob,20,Male,400,30,2023-01-01,Furniture,13
139,Bob,35,Unknown,400,25,2023-01-01,Grocery,15
141,Alice,20,Female,100,10,2023-01-01,Furniture,15
142,Eve,25,Other,400,10,,Electronics,10
143,David,20,Unknown,100,10,2023-02-15,Clothing,20
144,David,25,Unknown,200,30,2023-01-01,Grocery,13
145,David,35,Female,100,25,,Furniture,5
146,David,35,Other,400,10,,Clothing,10
147,David,25,Female,248,10,2023-01-01,Grocery,5
149,Bob,30,Male,200,25,2023-02-15,Clothing,15
150,David,35,Male,400,25,,Grocery,15
151,Alice,35,Other,100,40,2023-02-15,Furniture,13
152,Alice,30,Male,248,25,,Furniture,15
153,Alice,25,Female,300,20,,Grocery,5
155,Charlie,25,Female,400,40,,Grocery,13
156,Alice,27,Unknown,300,10,,Electronics,10
157,David,35,Other,248,25,,Grocery,15
158,Eve,27,Female,300,20,,Grocery,20
159,Alice,35,Female,200,20,,Furniture,13
161,Charlie,27,Unknown,100,20,,Grocery,13
162,Alice,27,Other,248,25,,Clothing,20
163,Eve,25,Male,300,25,,Furniture,5
164,Alice,27,Male,400,20,,Furniture,5
165,Charlie,25,Unknown,400,25,,Grocery,5
166,Bob,25,Female,400,25,2023-01-01,Clothing,20
167,David,25,Female,200,10,,Grocery,10
168,Charlie,35,Female,200,40,,Clothing,20
169,Alice,35,Other,400,25,,Furniture,20
170,David,27,Other,248,25,,Clothing,15
171,Alice,35,Unknown,200,30,,Grocery,5
172,Alice,27,Male,200,40,,Electronics,13
173,Bob,35,Female,100,40,2023-01-01,Electronics,10
174,David,20,Male,100,40,2023-01-01,Clothing,13
175,David,20,Other,248,20,,Grocery,15
177,Charlie,35,Other,200,10,,Electronics,10
178,Alice,35,Male,300,30,,Furniture,13
179,Eve,25,Unknown,248,40,2023-01-01,Grocery,10
180,Alice,30,Unknown,248,40,,Grocery,10
181,Alice,27,Other,300,25,2023-01-01,Electronics,5
183,Alice,30,Male,100,20,,Furniture,5
185,Bob,35,Male,248,10,2023-02-15,Furniture,5
186,David,27,Male,300,40,2023-02-15,Electronics,20
187,Eve,30,Unknown,400,30,,Grocery,15
188,Alice,35,Other,400,20,2023-01-01,Furniture,15
189,Alice,20,Unknown,100,20,,Grocery,20
190,Charlie,27,Other,400,20,,Clothing,10
191,Bob,27,Male,400,40,2023-01-01,Clothing,13
192,Eve,35,Unknown,400,40,,Electronics,13
193,David,20,Male,200,40,2023-01-01,Electronics,13
194,Bob,20,Other,100,25,,Electronics,5
195,David,35,Female,300,10,,Clothing,13
196,Charlie,25,Unknown,400,20,,Furniture,13
198,Alice,27,Male,400,25,2023-01-01,Electronics,15
201,Bob,30,Unknown,400,40,,Clothing,20
202,Charlie,30,Other,200,40,,Furniture,13
203,Alice,20,Other,248,10,2023-02-15,Clothing,10
204,Alice,27,Unknown,248,20,,Electronics,10
205,David,30,Unknown,200,30,,Clothing,20
206,Charlie,20,Unknown,400,20,2023-01-01,Clothing,20
207,Eve,35,Female,400,20,2023-02-15,Clothing,20
208,Charlie,30,Other,100,10,2023-01-01,Electronics,20
209,David,27,Other,100,30,,Electronics,5
210,David,30,Male,300,20,2023-02-15,Clothing,15
211,Charlie,35,Male,100,30,2023-01-01,Clothing,15
213,Charlie,27,Male,300,40,,Furniture,5
215,Charlie,27,Other,200,20,,Furniture,20
216,Charlie,20,Other,248,30,,Furniture,13
217,David,25,Male,100,30,2023-02-15,Clothing,10
219,Alice,27,Male,200,30,,Furniture,10
220,Alice,35,Unknown,400,25,2023-02-15,Furniture,20
221,Bob,30,Female,200,25,,Electronics,20
222,Alice,20,Other,100,40,,Furniture,15
223,Charlie,20,Female,400,20,2023-01-01,Clothing,20
224,David,35,Other,300,20,,Grocery,5
225,Alice,35,Female,100,40,2023-02-15,Electronics,13
226,Alice,30,Male,200,20,,Grocery,15
227,Bob,30,Female,300,10,,Clothing,15
228,Bob,27,Female,248,25,2023-01-01,Grocery,10
229,Charlie,25,Male,300,10,2023-01-01,Furniture,15
230,David,30,Other,200,10,,Grocery,13
232,Alice,30,Male,200,40,2023-01-01,Clothing,10
234,David,25,Female,400,30,,Grocery,15
236,Bob,20,Unknown,400,40,,Electronics,20
237,Alice,20,Other,400,30,2023-02-15,Grocery,13
239,Eve,27,Other,200,25,,Furniture,20
240,Eve,35,Female,200,25,2023-02-15,Grocery,13
241,Charlie,27,Male,248,30,,Electronics,10
242,Alice,30,Male,200,25,,Furniture,15
243,Alice,20,Other,200,20,2023-01-01,Grocery,5
244,Charlie,30,Other,200,20,2023-02-15,Furniture,5
245,Charlie,35,Male,200,25,,Grocery,10
246,Charlie,30,Unknown,100,10,2023-02-15,Grocery,5
247,David,27,Male,248,30,2023-02-15,Clothing,13
249,David,35,Unknown,248,25,2023-02-15,Grocery,5
250,Charlie,35,Male,300,25,,Electronics,5
252,David,27,Unknown,200,20,2023-02-15,Clothing,15
255,Alice,35,Male,300,25,2023-02-15,Grocery,10
256,Charlie,30,Other,248,40,2023-01-01,Electronics,10
257,Alice,30,Other,100,10,2023-02-15,Grocery,13
258,Eve,30,Female,400,20,,Electronics,15
259,Bob,27,Female,300,20,2023-02-15,Electronics,5
260,Bob,30,Unknown,400,30,2023-02-15,Furniture,13
261,Bob,27,Unknown,300,20,,Grocery,20
262,Charlie,27,Female,400,25,2023-02-15,Clothing,15
264,Alice,20,Male,100,25,2023-02-15,Furniture,13
265,David,35,Unknown,100,25,,Clothing,10
266,Alice,35,Unknown,300,10,,Grocery,15
267,David,27,Female,248,20,2023-02-15,Electronics,10
268,Alice,27,Male,100,10,2023-02-15,Grocery,15
269,Eve,30,Female,100,25,,Grocery,15
270,David,30,Female,200,20,,Furniture,15
271,Charlie,35,Other,100,20,,Clothing,20
272,Alice,25,Unknown,248,10,2023-02-15,Furniture,10
273,Alice,25,Male,200,10,2023-01-01,Clothing,20
274,David,30,Other,400,25,,Furniture,10
276,Charlie,30,Female,200,20,2023-02-15,Electronics,20
277,Eve,27,Male,200,20,,Electronics,20
278,Charlie,35,Unknown,200,40,,Electronics,13
281,Bob,30,Male,248,25,,Electronics,5
282,Eve,30,Unknown,400,30,,Electronics,20
283,Alice,35,Other,400,30,2023-02-15,Clothing,5
284,David,30,Female,400,10,2023-01-01,Clothing,5
285,Alice,25,Female,100,10,2023-01-01,Grocery,15
286,Eve,25,Unknown,400,40,,Furniture,5
287,David,30,Female,200,30,2023-01-01,Clothing,5
288,Eve,30,Male,400,40,,Clothing,5
289,Charlie,25,Unknown,200,25,,Clothing,10
290,David,30,Other,300,20,2023-01-01,Clothing,20
292,Alice,35,Unknown,100,25,,Grocery,5
293,Alice,20,Other,248,25,,Clothing,15
294,David,25,Female,300,10,,Furniture,10
295,David,35,Other,200,10,2023-01-01,Clothing,15
297,Eve,30,Female,100,40,,Electronics,5
298,Charlie,30,Unknown,200,25,,Electronics,13
299,David,35,Female,300,30,,Grocery,5
300,Alice,30,Female,100,30,,Electronics,13
301,Eve,27,Male,200,25,,Clothing,10
303,Alice,20,Female,100,20,2023-02-15,Grocery,5
304,Eve,35,Female,200,40,2023-02-15,Clothing,5
305,Charlie,25,Unknown,100,25,,Electronics,15
306,David,35,Female,400,10,2023-02-15,Furniture,5
307,Alice,30,Other,400,20,2023-02-15,Clothing,5
308,David,30,Female,200,40,2023-01-01,Furniture,20
309,Eve,27,Male,200,10,,Furniture,20
310,Eve,27,Female,100,10,2023-01-01,Grocery,15
312,Charlie,20,Unknown,248,20,2023-01-01,Electronics,13
313,Bob,27,Other,400,10,,Electronics,20
314,Alice,20,Female,200,30,2023-02-15,Clothing,10
315,Bob,27,Other,200,40,2023-01-01,Electronics,20
316,Bob,20,Male,300,40,2023-02-15,Grocery,10
317,Charlie,35,Unknown,200,25,,Electronics,13
318,Bob,35,Other,248,20,2023-02-15,Clothing,20
319,Bob,30,Unknown,400,30,,Electronics,5
321,Bob,25,Male,100,25,2023-01-01,Furniture,10
322,Bob,30,Unknown,100,10,2023-01-01,Furniture,10
323,Bob,35,Female,400,10,2023-02-15,Furniture,13
325,Alice,27,Male,248,20,,Grocery,5
326,Alice,25,Male,200,10,,Clothing,20
328,Eve,30,Other,300,25,2023-02-15,Clothing,13
329,Bob,20,Male,200,20,2023-01-01,Grocery,10
331,Charlie,20,Male,100,30,2023-02-15,Electronics,5
332,Bob,27,Other,300,25,,Grocery,10
333,Alice,30,Unknown,248,10,2023-01-01,Furniture,13
335,David,35,Male,400,10,2023-02-15,Grocery,15
336,Bob,30,Other,300,25,,Grocery,13
338,David,20,Male,248,40,,Furniture,5
339,Eve,30,Male,248,30,2023-01-01,Furniture,20
340,David,35,Unknown,300,40,2023-01-01,Grocery,15
341,Alice,27,Other,400,25,2023-01-01,Clothing,10
342,David,27,Female,100,30,2023-01-01,Grocery,10
346,Bob,30,Female,400,25,,Furniture,15
347,Charlie,27,Male,400,30,,Electronics,20
350,Eve,20,Unknown,100,40,,Clothing,13
351,Bob,25,Unknown,200,20,,Clothing,10
352,Bob,20,Female,200,25,2023-01-01,Grocery,20
353,Alice,25,Male,200,10,,Grocery,5
354,David,20,Other,400,20,,Grocery,10
356,Charlie,25,Male,100,25,,Clothing,5
357,David,25,Male,100,40,2023-01-01,Grocery,20
358,Eve,20,Male,200,30,,Clothing,13
361,David,30,Female,300,40,,Grocery,20
364,Eve,20,Male,100,40,,Clothing,13
365,David,35,Female,248,20,,Electronics,13
366,Eve,27,Male,248,30,,Furniture,5
367,David,35,Other,100,40,2023-01-01,Grocery,15
368,Charlie,25,Female,248,40,2023-02-15,Electronics,20
369,David,35,Female,100,40,2023-02-15,Grocery,20
370,Eve,20,Female,300,10,,Electronics,5
372,David,30,Male,100,40,,Grocery,5
373,Bob,25,Female,100,25,2023-01-01,Electronics,20
374,Charlie,35,Female,248,10,,Furniture,20
376,Charlie,25,Other,200,40,,Grocery,5
377,David,20,Unknown,200,20,,Grocery,20
378,Bob,27,Other,300,20,,Electronics,15
379,Bob,30,Other,100,10,2023-02-15,Grocery,5
381,Bob,30,Male,248,10,2023-01-01,Clothing,5
382,Eve,35,Other,400,10,2023-02-15,Electronics,13
383,Alice,25,Other,300,20,2023-02-15,Furniture,5
384,David,35,Female,248,20,2023-02-15,Grocery,13
386,Alice,30,Unknown,248,40,,Grocery,10
387,Bob,30,Unknown,400,25,2023-01-01,Furniture,13
389,Alice,25,Unknown,200,30,2023-02-15,Furniture,5
391,Alice,35,Unknown,300,30,,Clothing,13
393,Eve,30,Unknown,300,20,,Furniture,10
394,Alice,30,Other,300,30,,Electronics,15
395,Eve,30,Female,100,10,2023-01-01,Clothing,13
396,Eve,35,Female,200,40,2023-01-01,Grocery,13
397,Eve,27,Unknown,200,25,2023-01-01,Clothing,15
398,Charlie,20,Female,100,20,,Clothing,13
399,David,25,Other,400,10,2023-02-15,Grocery,5
401,Charlie,35,Unknown,248,25,2023-01-01,Clothing,5
402,Eve,30,Other,200,25,,Clothing,13
403,Alice,25,Male,248,30,2023-02-15,Electronics,20
404,Eve,35,Other,100,30,2023-02-15,Electronics,20
405,David,35,Female,248,30,,Furniture,10
406,Eve,35,Male,248,30,2023-01-01,Grocery,20
409,Eve,27,Male,248,20,,Furniture,20
412,Bob,25,Female,200,30,,Electronics,20
415,Alice,27,Other,100,25,2023-01-01,Furniture,13
416,Eve,35,Other,200,10,2023-02-15,Furniture,20
417,Bob,30,Other,248,40,2023-02-15,Clothing,10
421,Bob,20,Other,400,25,,Electronics,5
423,Bob,20,Unknown,400,20,2023-02-15,Electronics,5
424,Bob,25,Unknown,300,20,,Clothing,13
425,Charlie,27,Female,200,30,,Grocery,20
427,Alice,30,Unknown,248,20,2023-02-15,Furniture,15
428,Eve,20,Other,300,10,,Furniture,13
430,David,35,Other,100,40,2023-02-15,Electronics,15
431,Bob,27,Unknown,300,10,2023-01-01,Furniture,13
432,Alice,20,Male,300,25,2023-02-15,Furniture,13
433,David,30,Female,248,20,2023-01-01,Clothing,20
434,Charlie,27,Male,300,10,2023-01-01,Clothing,5
435,David,25,Unknown,300,40,,Clothing,10
436,David,35,Male,248,30,2023-01-01,Furniture,15
437,Bob,27,Other,248,10,2023-01-01,Furniture,10
440,Alice,30,Unknown,200,40,2023-01-01,Electronics,5
441,Alice,30,Male,400,40,,Furniture,15
444,Charlie,27,Unknown,400,10,,Clothing,13
445,Eve,25,Male,400,10,2023-02-15,Clothing,10
446,David,20,Other,200,10,2023-02-15,Clothing,15
447,Charlie,35,Other,100,25,,Grocery,5
449,Alice,25,Male,100,40,2023-02-15,Clothing,5
450,Bob,30,Female,400,10,,Clothing,10
451,Charlie,35,Unknown,100,20,,Furniture,20
452,David,30,Unknown,300,20,2023-02-15,Clothing,13
453,Eve,25,Male,248,40,,Furniture,20
454,Eve,35,Unknown,100,40,2023-02-15,Electronics,5
455,David,20,Other,248,30,,Clothing,15
456,Bob,25,Male,300,40,2023-02-15,Furniture,13
457,Eve,27,Male,248,10,,Clothing,10
458,Charlie,25,Male,300,25,2023-01-01,Electronics,13
459,Bob,35,Female,248,40,2023-01-01,Clothing,15
460,Charlie,25,Unknown,248,40,2023-02-15,Furniture,20
461,Alice,20,Female,200,10,2023-02-15,Electronics,5
462,Bob,20,Other,100,30,,Electronics,20
463,Eve,27,Unknown,248,40,,Electronics,13
464,Bob,30,Female,400,20,,Grocery,15
465,Bob,35,Male,200,20,,Furniture,5
466,Bob,35,Female,100,20,2023-01-01,Grocery,15
467,Bob,30,Male,200,25,,Electronics,15
468,Charlie,20,Female,100,25,,Grocery,13
469,Alice,20,Female,300,40,2023-01-01,Clothing,20
470,David,25,Female,248,40,2023-01-01,Grocery,15
472,Eve,27,Female,200,25,,Electronics,15
473,Bob,27,Unknown,200,40,,Electronics,5
474,Eve,25,Unknown,200,10,2023-02-15,Furniture,15
475,Charlie,27,Unknown,200,30,2023-01-01,Clothing,15
476,Eve,30,Male,248,20,2023-02-15,Furniture,13
477,David,25,Male,100,20,2023-02-15,Grocery,15
482,David,30,Unknown,300,40,,Clothing,13
483,Bob,30,Female,248,20,2023-01-01,Grocery,5
485,Alice,35,Other,400,25,,Electronics,15
486,Charlie,27,Male,300,20,2023-02-15,Grocery,13
487,Alice,30,Female,200,40,,Clothing,15
489,David,27,Male,400,25,,Clothing,20
491,Alice,30,Male,100,40,2023-02-15,Electronics,13
492,Eve,30,Female,200,25,,Grocery,5
493,David,25,Female,400,10,2023-02-15,Electronics,15
495,Eve,35,Unknown,200,40,,Furniture,20
496,Alice,30,Male,300,25,2023-01-01,Grocery,20
497,Charlie,27,Other,200,40,,Clothing,10
499,Alice,27,Female,200,25,2023-02-15,Electronics,20
500,Alice,27,Other,200,20,,Furniture,15
502,Alice,20,Unknown,100,30,2023-01-01,Clothing,20
503,Eve,35,Unknown,400,25,,Electronics,5
504,Charlie,27,Other,200,10,2023-01-01,Grocery,10
505,Charlie,27,Unknown,200,20,2023-01-01,Furniture,5
510,Alice,27,Unknown,248,40,2023-02-15,Electronics,13
511,Charlie,35,Male,400,25,2023-01-01,Grocery,13
512,David,20,Unknown,300,25,2023-01-01,Clothing,15
513,Alice,25,Unknown,400,30,2023-01-01,Furniture,20
516,Charlie,20,Other,200,30,2023-01-01,Grocery,10
517,Bob,25,Female,248,10,,Grocery,13
518,Eve,35,Other,300,40,2023-01-01,Electronics,13
519,Eve,20,Unknown,400,10,,Electronics,15
520,Charlie,20,Male,400,10,2023-01-01,Electronics,20
521,David,35,Female,300,25,,Furniture,15
522,Alice,25,Male,400,25,2023-02-15,Electronics,15
524,Charlie,35,Male,300,25,,Electronics,10
525,Eve,20,Female,400,40,2023-01-01,Furniture,20
526,David,30,Female,100,40,,Electronics,10
527,Eve,27,Other,200,10,,Electronics,15
531,Bob,27,Male,248,25,2023-01-01,Electronics,13
533,Bob,35,Other,300,40,,Grocery,15
534,Eve,25,Male,400,20,,Clothing,20
535,Charlie,30,Female,100,40,,Clothing,10
537,Charlie,20,Other,100,30,,Furniture,20
540,David,30,Other,300,25,2023-02-15,Electronics,5
541,Alice,20,Female,100,25,,Furniture,10
543,Bob,35,Other,100,25,,Grocery,10
544,David,20,Unknown,200,10,2023-01-01,Clothing,10
545,Alice,35,Male,400,30,2023-01-01,Grocery,5
546,Eve,20,Other,400,20,,Grocery,20
547,Eve,25,Male,400,25,,Grocery,15
548,Bob,30,Male,400,40,,Furniture,13
549,Alice,25,Male,248,10,2023-02-15,Furniture,10
550,Bob,27,Unknown,100,10,2023-02-15,Furniture,10
551,Charlie,27,Female,400,25,,Clothing,10
552,Bob,27,Unknown,248,20,,Electronics,10
555,Eve,25,Other,300,20,2023-01-01,Electronics,5
557,Charlie,25,Male,248,40,,Grocery,13
558,Eve,25,Female,400,25,2023-02-15,Clothing,20
560,David,25,Female,200,10,,Clothing,5
561,Alice,35,Female,300,25,2023-02-15,Electronics,20
563,Eve,25,Male,400,40,,Clothing,13
564,David,20,Female,200,10,,Grocery,20
565,David,30,Female,200,40,2023-01-01,Grocery,15
566,David,30,Unknown,400,10,,Electronics,15
567,Charlie,30,Unknown,200,30,2023-01-01,Furniture,20
569,David,25,Male,200,10,2023-02-15,Grocery,5
570,Charlie,27,Female,200,10,,Grocery,5
571,Bob,35,Female,400,10,,Electronics,10
572,Bob,20,Other,248,30,2023-02-15,Grocery,13
574,Charlie,30,Other,100,30,2023-02-15,Electronics,15
575,Eve,30,Male,200,10,2023-02-15,Clothing,10
576,Eve,30,Male,300,10,2023-01-01,Electronics,15
579,Bob,35,Other,300,30,,Clothing,20
580,David,35,Other,300,20,2023-02-15,Electronics,5
583,Alice,20,Unknown,400,20,2023-02-15,Clothing,5
584,Alice,30,Unknown,300,40,,Furniture,13
585,Charlie,35,Unknown,300,25,2023-02-15,Electronics,15
587,David,35,Female,200,40,,Grocery,13
588,Alice,27,Female,248,40,2023-02-15,Clothing,20
589,David,20,Unknown,400,30,,Furniture,13
590,Alice,27,Unknown,200,30,,Furniture,10
591,Alice,25,Male,400,30,2023-02-15,Clothing,10
592,Alice,30,Unknown,248,30,,Furniture,5
594,Bob,30,Unknown,248,10,,Furniture,20
595,David,27,Unknown,100,25,,Electronics,13
596,Eve,35,Male,300,10,2023-02-15,Grocery,10
598,Eve,30,Other,300,30,,Clothing,15
599,Eve,35,Male,100,30,2023-01-01,Grocery,20
601,Charlie,35,Unknown,300,30,2023-02-15,Grocery,20
602,David,27,Male,300,40,,Furniture,20
603,Eve,25,Unknown,200,40,2023-01-01,Clothing,10
604,David,27,Female,300,10,2023-01-01,Clothing,20
605,Charlie,20,Other,300,30,,Electronics,15
606,Charlie,20,Other,200,10,,Furniture,15
607,David,20,Female,300,30,,Electronics,13
608,Alice,30,Unknown,300,10,2023-02-15,Electronics,15
609,Bob,30,Unknown,400,10,,Furniture,15
611,Alice,27,Unknown,100,25,2023-01-01,Electronics,15
612,Alice,30,Other,400,10,,Grocery,5
614,Charlie,20,Female,100,20,2023-02-15,Furniture,13
615,Alice,27,Other,300,20,2023-02-15,Clothing,13
617,David,30,Unknown,400,10,,Electronics,10
618,Bob,27,Male,100,20,2023-01-01,Grocery,13
619,David,35,Unknown,300,40,2023-02-15,Furniture,5
620,David,25,Male,248,20,,Clothing,5
621,Eve,30,Other,200,30,,Grocery,20
622,Bob,30,Unknown,200,25,2023-01-01,Clothing,10
623,David,25,Female,200,10,,Furniture,10
625,Bob,35,Female,200,25,,Electronics,5
626,Bob,30,Other,200,30,,Furniture,5
627,David,30,Other,248,30,,Grocery,5
629,David,27,Female,248,40,2023-02-15,Clothing,13
632,Alice,27,Unknown,300,30,2023-02-15,Grocery,13
633,David,25,Unknown,200,10,2023-01-01,Electronics,10
636,Alice,20,Unknown,200,30,2023-01-01,Electronics,15
637,Alice,35,Other,100,30,,Electronics,10
638,Eve,27,Male,300,20,2023-02-15,Clothing,20
639,David,27,Male,300,30,2023-01-01,Clothing,5
640,Eve,35,Male,100,30,2023-01-01,Electronics,20
641,David,20,Male,400,10,,Furniture,20
642,Eve,35,Female,200,20,,Electronics,13
643,Eve,20,Male,200,25,2023-01-01,Clothing,20
644,Charlie,25,Unknown,300,30,2023-02-15,Grocery,13
645,Eve,20,Male,400,30,,Grocery,13
647,Charlie,25,Unknown,400,10,2023-01-01,Grocery,10
648,Eve,20,Other,200,20,2023-01-01,Clothing,20
649,Alice,30,Other,400,10,,Grocery,20
650,Bob,20,Female,100,40,2023-02-15,Furniture,10
651,Bob,27,Female,248,30,2023-01-01,Electronics,5
652,Bob,27,Other,400,40,,Electronics,15
653,Charlie,30,Other,248,30,2023-01-01,Clothing,5
655,Eve,30,Unknown,400,25,2023-02-15,Electronics,5
656,Alice,27,Male,300,30,,Grocery,15
657,Alice,30,Female,200,30,,Furniture,5
661,Eve,20,Other,248,30,,Electronics,20
663,Alice,27,Female,300,20,,Clothing,20
664,Charlie,27,Unknown,100,10,2023-02-15,Grocery,13
665,Charlie,30,Female,400,20,2023-01-01,Furniture,5
666,Alice,20,Unknown,100,10,,Grocery,20
667,Eve,35,Unknown,100,30,2023-01-01,Clothing,5
668,Alice,20,Unknown,300,25,,Clothing,5
669,Bob,27,Male,248,25,2023-01-01,Grocery,20
670,Alice,20,Male,300,40,2023-01-01,Electronics,15
671,Charlie,35,Male,300,20,2023-02-15,Clothing,15
673,Eve,25,Unknown,100,25,,Furniture,15
674,David,20,Female,400,10,2023-01-01,Furniture,10
675,Alice,25,Other,100,20,,Clothing,5
677,Eve,30,Unknown,300,10,2023-01-01,Grocery,13
678,Charlie,30,Female,300,10,,Furniture,20
681,Eve,20,Male,300,40,,Electronics,13
682,Eve,20,Male,300,25,,Clothing,5
684,Bob,30,Female,100,20,,Grocery,20
685,Charlie,20,Male,300,40,2023-01-01,Furniture,5
686,Alice,25,Female,400,20,2023-02-15,Electronics,10
687,Eve,35,Unknown,200,20,,Grocery,20
688,Alice,25,Female,248,10,,Furniture,15
689,Alice,25,Other,200,25,2023-01-01,Clothing,5
690,Charlie,20,Male,100,10,,Grocery,5
691,Eve,27,Unknown,200,10,,Furniture,10
692,Eve,27,Male,248,40,2023-02-15,Electronics,15
693,David,27,Unknown,400,40,2023-01-01,Furniture,10
695,Alice,20,Female,200,40,,Electronics,13
696,Bob,30,Other,248,40,,Grocery,5
697,David,25,Other,200,30,2023-02-15,Clothing,10
698,Bob,25,Unknown,400,20,,Electronics,5
699,Bob,20,Other,400,20,,Electronics,5
